Nome,CPF,DataNascimento,Agencia,Conta,DAC,Email,DDD,Telefone,Endereco,Complemento,Cidade,Estado,CEP
Márcia Pereira,310.616.612-61,10/05/1993,1298,63357,9,Darrel.Melo53@gmail.com,37,964176312,387 Oliveira Rodovia,Apto. 475,Grande Vitóriade Nossa Senhora,Mato Grosso,17266-759
Talita Santos,236.125.365-83,18/11/1969,8439,53113,8,Debbie95@bol.com.br,33,993572452,27162 Pablo Rodovia,Quadra 81,Eduardado Sul,Minas Gerais,06740-580
Eduardo Costa,567.711.656-47,19/05/1979,1885,69697,4,Lynda_Moraes82@bol.com.br,59,994517820,72781 Yago Rua,Apto. 680,Grande Vitória,Maranhão,10274
Víctor Batista,288.293.227-84,23/12/1965,9125,70426,1,Edwin_Nogueira47@hotmail.com,19,944533362,47773 Júlia Travessa,Quadra 87,Nova Silasdo Sul,Distrito Federal,55891-688
Hélio Macedo,341.607.369-04,08/06/1964,5297,9423,2,Meredith_Reis@yahoo.com,32,918986963,9117 Yango Ponte,Casa 4,Nova Fredericodo Norte,Santa Catarina,34455
Alexandre Santos,307.286.769-07,21/03/1975,6111,84414,4,Audrey93@yahoo.com,32,969823116,565 Saraiva Avenida,Casa 1,Isabeldo Norte,Pará,04246-588
Yuri Martins,833.835.238-10,31/03/1978,1729,31974,7,Willie96@gmail.com,18,997876605,472 Xavier Marginal,Quadra 23,Nova Héliodo Descoberto,Amazonas,63800
César Silva,656.173.424-60,26/05/1974,8604,5077,7,Maggie_Nogueira@live.com,14,942858623,230 Bruna Rodovia,Apto. 598,Héliodo Norte,Amapá,65117-544
Antônio Santos,488.096.734-33,19/02/1984,2872,81620,3,Irene_Carvalho@live.com,32,981527959,92120 Costa Ponte,Lote 13,Vila Suélen,Santa Catarina,57779
Yago Carvalho,823.751.061-56,15/08/1953,2360,51023,2,Taylor.Oliveira@hotmail.com,32,930858362,10873 Frederico Marginal,Apto. 423,Município de Silasde Nossa Senhora,Roraima,72709-328
Alexandre Barros,103.357.432-50,27/04/1956,7501,17672,4,Jill84@bol.com.br,35,919088302,566 Carvalho Marginal,Sobrado 51,Nova Guilherme,Acre,01481
Larissa Albuquerque,881.609.251-31,06/03/1994,719,92673,6,Geraldine44@live.com,44,918662057,3747 Ladislau Ponte,Apto. 203,Município de Warley,Paraíba,85843
Eduardo Costa,193.829.313-41,07/03/1964,3554,39754,2,Nicholas62@gmail.com,42,943365114,242 Yango Travessa,Apto. 438,Barrosdo Norte,Pará,89740-858
Ladislau Barros,200.456.104-10,26/11/1988,7203,1876,6,Ashley_Pereira@gmail.com,41,973860242,5266 Ígor Travessa,Apto. 336,Macedodo Descoberto,Goiás,20803-892
Natália Santos,929.433.870-37,31/10/1987,1029,83301,6,Cory5@gmail.com,11,952856015,2191 Melo Viela,Casa 7,Nova Isabeldo Descoberto,Roraima,99553
Paulo Franco,041.631.700-65,23/04/1987,2351,61338,8,Alfredo_Franco@bol.com.br,36,923299529,027 Felícia Rua,Sobrado 92,Dalilado Descoberto,Amapá,82197-585
Bruna Braga,159.258.045-97,26/06/1966,7449,76606,7,Lucille25@bol.com.br,42,996904883,463 Isabel Rua,Sobrado 26,Nogueirade Nossa Senhora,Amapá,83374-328
Salvador Oliveira,013.833.034-44,07/08/1962,602,74839,1,Jessie.Albuquerque@hotmail.com,13,976760622,1671 Melo Avenida,Lote 89,Nova Ígordo Norte,Paraná,45422
Kléber Oliveira,389.769.044-60,18/01/1960,3604,21403,4,Scott96@live.com,20,919454605,45132 Reis Avenida,Lote 74,Fredericode Nossa Senhora,Sergipe,78126
Márcia Braga,414.182.333-31,29/09/1992,4123,37660,9,Brendan30@hotmail.com,39,968760791,05083 Vicente Ponte,Lote 44,Moreirade Nossa Senhora,Santa Catarina,40536
Aline Xavier,122.323.544-07,14/07/1974,3216,43849,2,Andrew.Pereira2@live.com,18,968606213,00714 Moreira Viela,Sobrado 02,Costado Norte,Amapá,88374-639
Rafael Franco,161.063.028-98,30/08/1959,4440,43473,3,Lynette_Reis46@bol.com.br,32,953324176,7603 Carvalho Avenida,Casa 2,Kléberdo Norte,Maranhão,58555
João Xavier,630.903.141-42,03/02/1972,7889,71635,8,Dexter86@yahoo.com,39,998012505,66728 Reis Rodovia,Casa 4,Silasde Nossa Senhora,Pará,91649
Norberto Costa,984.659.381-30,01/05/1954,3420,95786,9,Daisy_Xavier@gmail.com,39,954780117,968 Fábio Avenida,Quadra 19,Município de Suélen,Maranhão,67473-123
Isabel Carvalho,657.274.194-09,02/01/1960,9231,16918,4,Chelsea.Albuquerque@bol.com.br,15,950139888,0276 Fabrício Rua,Casa 5,Héliodo Descoberto,Piauí,22672
Fábio Carvalho,696.178.918-83,26/05/1970,4116,84591,5,Kim25@yahoo.com,25,986592294,35491 Franco Travessa,Casa 2,Santosde Nossa Senhora,Rio de Janeiro,44715
Vicente Martins,331.081.236-70,28/04/1954,938,5812,1,Erin49@hotmail.com,60,988365999,35326 Santos Marginal,Quadra 17,Velha Karla,Minas Gerais,62661-560
Meire Costa,481.659.671-26,09/09/1971,8466,46853,1,Erick56@live.com,40,935299172,93728 Vicente Rua,Sobrado 58,Velha Silasdo Norte,Sergipe,94381
Marcela Moraes,038.401.827-00,30/05/1956,8050,56850,8,Eula32@bol.com.br,19,997751629,74475 Martins Travessa,Sobrado 15,Vila Larissa,Piauí,51979-042
Fabrícia Reis,364.154.983-39,05/03/1964,6025,55864,8,Barbara61@bol.com.br,42,961856593,5772 Pedro Rodovia,Apto. 709,Albuquerquedo Norte,Rio Grande do Norte,02457-102
Marli Pereira,041.205.682-88,29/05/1964,8369,49752,7,Felipe_Carvalho71@live.com,40,940026178,434 Xavier Ponte,Lote 89,Talitado Sul,Rio Grande do Sul,76819-463
Talita Moraes,022.911.406-71,23/03/1973,7307,48381,4,Amos45@gmail.com,56,967631060,260 Fabrícia Rodovia,Apto. 876,Vila Salvadordo Norte,Espírito Santo,89482
Vitória Reis,407.469.308-95,21/05/1957,2367,2754,4,Gina_Melo@bol.com.br,48,927110345,6456 Elísio Alameda,Quadra 26,Sílviado Norte,Mato Grosso,62572
Guilherme Carvalho,021.223.214-23,07/01/1987,8448,24275,5,Armando_Moreira@yahoo.com,37,938172493,9570 Silva Alameda,Casa 8,Velha Ofélia,Santa Catarina,78373
Deneval Melo,489.763.761-96,10/08/1996,4908,91507,3,Marty_Silva@live.com,35,921673196,68133 Larissa Viela,Casa 2,Alexandredo Sul,Espírito Santo,38781-261
Feliciano Carvalho,172.415.503-23,09/03/1984,8282,82524,3,Monica.Costa@live.com,30,913254751,8967 Barros Marginal,Lote 07,Brunado Descoberto,Distrito Federal,48380-440
Mércia Costa,582.762.683-07,04/08/1974,2492,88909,2,Marjorie_Batista@yahoo.com,24,958789956,144 Rafaela Travessa,Sobrado 61,Martinsdo Norte,Santa Catarina,71313
Felícia Macedo,856.327.516-00,14/12/1983,9950,72757,6,Merle_Moraes@yahoo.com,43,955661857,159 Antônio Viela,Quadra 67,Grande Ígordo Norte,Espírito Santo,34004
Heitor Carvalho,628.356.079-27,03/11/1999,7440,58348,2,Marilyn.Barros@gmail.com,23,977276154,698 Macedo Ponte,Quadra 83,Silvado Sul,Paraíba,70247
Norberto Reis,148.194.602-18,30/05/1998,9300,50778,7,Peter27@gmail.com,13,971049935,4236 Albuquerque Viela,Sobrado 22,Vila Víctordo Descoberto,Amapá,01497-626
João Santos,728.416.254-60,11/04/1998,353,1815,9,Isabel_Silva@gmail.com,27,926773097,527 Macedo Rodovia,Apto. 827,Brenode Nossa Senhora,Maranhão,51649
Carla Barros,756.008.071-55,30/09/1970,1206,81765,8,Angelina.Braga@hotmail.com,25,967476972,481 Alessandro Rodovia,Quadra 83,Nova Fabiano,Rondônia,16342-760
Morgana Carvalho,005.420.276-07,07/10/1977,5208,58373,7,Lonnie92@gmail.com,25,995787547,295 Albuquerque Viela,Casa 7,Grande Isabeldo Norte,Espírito Santo,65740
Eduardo Oliveira,984.165.844-51,02/03/1988,3793,28099,7,Tricia_Xavier@bol.com.br,18,932517333,99744 Moraes Avenida,Casa 1,Município de Talita,Distrito Federal,84579-760
Marcela Braga,619.987.760-85,18/02/1974,2233,57524,2,Andy.Nogueira@gmail.com,18,988736171,20232 Maria Alameda,Casa 1,Costado Sul,Roraima,01933
Marcela Saraiva,067.476.674-17,10/09/1971,5970,85797,7,Adrian_Braga34@bol.com.br,23,981575263,68607 Carla Rua,Casa 2,Tertulianodo Norte,Rondônia,25270
Lorraine Martins,179.482.985-76,12/02/1955,408,41287,6,Tony.Carvalho@hotmail.com,35,992163037,203 Guilherme Ponte,Casa 2,Césardo Sul,Bahia,54268
Alessandra Saraiva,084.108.497-12,03/01/1977,691,39712,6,Ernestine.Souza92@gmail.com,12,944599605,04626 Ígor Rua,Apto. 126,Ladislaudo Descoberto,Goiás,31505-267
Pablo Martins,606.155.218-19,06/11/1986,3916,52491,4,Alan_Reis@yahoo.com,47,953542118,15840 Carvalho Alameda,Casa 3,Nova Gúbiodo Norte,Paraná,33447-180
Sara Carvalho,786.045.761-00,02/05/1952,9813,50501,1,Dewey.Pereira@live.com,32,917019724,4031 Silva Alameda,Apto. 550,Bragado Norte,Santa Catarina,50772-813
Hugo Carvalho,899.341.659-10,02/07/1988,2000,80972,4,Nicholas45@bol.com.br,10,934252967,5824 Antônio Travessa,Lote 97,Moraesdo Sul,Rio Grande do Sul,62979-514
Aline Pereira,514.979.698-08,30/01/1967,2123,1683,2,Glenda1@hotmail.com,43,995107802,3666 Melo Travessa,Lote 33,Natáliado Sul,Distrito Federal,63867
Ladislau Silva,367.708.441-50,25/08/1993,1955,66089,9,Rita68@gmail.com,37,962662094,8352 Saraiva Alameda,Lote 13,Vila Alinedo Norte,Minas Gerais,79285-438
Margarida Melo,919.203.657-02,29/07/1964,4254,89890,3,Ken.Oliveira@yahoo.com,17,948026384,02833 Xavier Marginal,Quadra 19,Grande Yangodo Sul,Sergipe,59478-350
Isabela Pereira,331.453.845-62,22/05/1991,395,71069,9,Jaime74@gmail.com,47,925932040,61383 Nogueira Alameda,Casa 0,Vila Kléber,Bahia,11621-451
Feliciano Barros,533.506.080-86,11/03/1972,671,66257,9,Roy26@hotmail.com,47,990504702,95265 Silva Viela,Casa 0,Warleydo Descoberto,Rio Grande do Norte,91504-819
Carla Souza,919.558.025-56,16/04/1963,6700,18403,8,Rodolfo_Carvalho77@gmail.com,60,911271043,89637 Martins Alameda,Sobrado 70,Nogueirade Nossa Senhora,Paraná,75591-588
Félix Franco,006.414.525-51,31/12/1990,3499,35067,6,Travis_Albuquerque82@gmail.com,11,980648896,5598 Raul Travessa,Casa 1,Município de Alessandra,São Paulo,07404
Aline Saraiva,637.439.397-03,17/01/1969,5212,56723,6,Jonathon69@live.com,14,927091552,337 Moreira Marginal,Sobrado 86,Rafaeldo Descoberto,Rio de Janeiro,39911-191
Paula Moraes,829.040.782-31,23/03/1979,8828,10377,5,Jeffery_Nogueira@live.com,49,953911394,15730 Saraiva Ponte,Sobrado 30,Pereirado Norte,Amazonas,23059-406
Rafael Franco,017.006.208-27,01/09/1968,8075,18925,9,Jeannette.Carvalho43@live.com,21,913392354,448 Moreira Marginal,Sobrado 62,Grande Ricardodo Descoberto,Mato Grosso do Sul,68632-470
Isabel Carvalho,400.643.327-13,08/11/1995,1394,93934,7,Ginger_Oliveira41@bol.com.br,21,984517956,1926 Xavier Ponte,Quadra 23,Velha Ladislau,Amazonas,86719
Norberto Reis,673.675.353-82,04/08/1970,3088,54121,2,Dorothy51@yahoo.com,15,942328276,949 Suélen Viela,Sobrado 49,Moreirade Nossa Senhora,Pernambuco,69160
Fabrícia Carvalho,682.627.025-06,07/01/1999,2234,84368,5,Elsie.Oliveira@live.com,56,928492223,8456 Macedo Marginal,Casa 0,Meirede Nossa Senhora,Alagoas,03240-632
Júlia Souza,461.972.368-18,19/04/1980,9967,36415,1,Della.Moraes@yahoo.com,17,911914377,8466 Silva Rua,Apto. 180,Xavierde Nossa Senhora,Pará,16168-078
Meire Macedo,011.712.365-06,18/05/1992,8629,85215,8,Gail95@yahoo.com,55,968450973,76252 Marcos Rodovia,Sobrado 33,Nova Fabrício,Maranhão,97314
César Santos,905.956.817-60,01/05/1968,2432,93623,9,Isaac.Reis@hotmail.com,32,988243176,8822 Pereira Alameda,Quadra 47,Nova Dalila,Rondônia,57933-600
Hugo Franco,146.763.455-77,10/08/1989,3000,24339,7,Nora.Braga59@yahoo.com,46,926064446,13878 Sirineu Rodovia,Apto. 189,Vila Marcos,Roraima,62756-342
Rafael Santos,760.194.631-25,02/01/1973,6289,45651,6,Christina.Saraiva3@hotmail.com,59,989353514,350 Silva Rua,Casa 2,Lorenado Norte,Paraíba,45681-096
Aline Carvalho,501.039.667-06,29/06/1989,4961,72038,7,Kim_Reis1@yahoo.com,26,956452107,144 Paula Alameda,Apto. 738,Yurido Sul,Mato Grosso,29455
Silas Melo,382.034.775-50,07/10/1977,6242,3659,2,Chris_Oliveira87@gmail.com,44,984309714,039 Batista Viela,Sobrado 26,Santosdo Norte,Minas Gerais,16142
Eduarda Braga,017.562.068-72,17/01/1980,1653,76611,2,Sandra.Nogueira75@yahoo.com,42,930220848,0791 Carvalho Travessa,Sobrado 40,Nova Natanieldo Sul,Amazonas,20823-377
Natália Santos,690.091.071-83,15/03/1987,2082,147,8,Nadine_Melo@hotmail.com,45,916254545,7662 Moraes Marginal,Apto. 027,Saraivado Descoberto,Paraná,68964
Paula Albuquerque,102.172.032-13,02/12/1975,1798,3476,4,Rafael3@live.com,35,921618262,835 Kléber Avenida,Apto. 419,Grande Felicianodo Norte,Alagoas,05675-297
Bruna Moreira,077.048.561-89,28/08/1975,9037,16642,5,Mattie.Saraiva@hotmail.com,32,980732371,3717 Saraiva Alameda,Quadra 05,Carvalhode Nossa Senhora,São Paulo,68989-507
Feliciano Silva,130.836.080-04,18/06/1977,4204,41593,8,Mathew.Albuquerque46@bol.com.br,43,924054731,209 Souza Ponte,Sobrado 00,Vicentedo Norte,Ceará,45359-128
Karla Reis,364.835.721-23,20/11/1960,5185,44296,9,Neil40@gmail.com,37,979472594,9226 Carvalho Marginal,Apto. 854,Velha Célia,Goiás,42080-974
Suélen Carvalho,091.330.476-00,29/09/1978,6401,79488,9,April75@bol.com.br,28,931217780,7396 Costa Rodovia,Lote 42,Macedodo Sul,Maranhão,37062
Eduarda Moraes,445.772.724-58,10/03/1977,9826,34864,4,Archie74@gmail.com,49,944094927,1986 Costa Marginal,Lote 13,Município de Felíciado Norte,Acre,36610-486
Alessandro Martins,565.224.104-78,03/09/1976,1370,71075,8,Ruben68@live.com,12,995426946,92423 Morgana Avenida,Quadra 29,Vila Pablo,Mato Grosso do Sul,19523-469
Natália Martins,712.722.206-13,20/10/1992,8610,90393,2,Anthony_Nogueira72@bol.com.br,42,915570075,4196 Carvalho Rodovia,Casa 1,Velha Isabela,Goiás,65418-330
Roberto Saraiva,845.930.944-45,16/12/1991,1234,73811,6,Olga.Oliveira56@gmail.com,46,962288169,24537 Reis Ponte,Sobrado 49,Velha Márciade Nossa Senhora,Roraima,76481
Vitória Xavier,946.515.428-83,24/01/1998,3450,26707,3,Amelia_Batista@hotmail.com,27,916515124,966 Barros Rua,Apto. 596,Município de Pedrodo Sul,Mato Grosso do Sul,97439-396
César Oliveira,354.105.800-52,14/07/1973,9688,43889,9,Zachary95@hotmail.com,55,957178371,20655 Heitor Ponte,Casa 2,Marcelode Nossa Senhora,Tocantins,60476
Alessandra Souza,907.910.879-05,11/03/1977,1794,71657,3,Janet.Pereira@live.com,40,969242663,30157 Núbia Marginal,Casa 9,Velha Roberta,Amazonas,00972-359
Pablo Silva,831.106.066-58,08/09/1975,9570,84202,4,Mercedes_Moraes57@live.com,19,937772319,844 Santos Ponte,Quadra 19,Município de Eduardo,Amazonas,93694
Talita Pereira,041.346.281-13,09/06/1953,1562,89444,4,Jeanne.Braga69@bol.com.br,42,983717177,8871 Souza Rua,Casa 6,Nova Antônio,Amazonas,48361
Heitor Saraiva,984.310.648-20,29/09/1999,6348,32348,9,Courtney32@live.com,30,978667977,7208 Barros Rua,Lote 65,Nova Sirineu,Goiás,38652
Larissa Carvalho,988.795.759-37,15/05/1981,5780,20476,9,Levi.Reis@hotmail.com,42,941715263,94718 Núbia Alameda,Sobrado 96,Silasde Nossa Senhora,Pará,01892
Sirineu Pereira,334.654.967-44,25/12/1979,697,12545,3,Conrad68@bol.com.br,25,998138857,602 Nogueira Rua,Lote 14,Batistado Sul,Piauí,50705-100
Eduardo Albuquerque,554.915.760-85,22/08/1965,8863,65917,6,Hattie_Moraes@hotmail.com,39,982566148,17707 Célia Rodovia,Quadra 34,Grande Rafaeldo Sul,Rio Grande do Sul,05992
Raul Reis,545.231.151-33,26/07/1970,8156,9297,7,Angel_Moraes45@live.com,13,972073148,098 Janaína Alameda,Lote 46,Velha Félix,Ceará,41756-444
Lucas Albuquerque,003.126.731-91,15/10/1953,3066,66315,3,Willie.Moreira3@yahoo.com,24,989799960,712 Márcia Rua,Apto. 722,Município de Fabríciodo Descoberto,Paraíba,15175
Marcos Nogueira,835.801.744-87,30/11/1988,5502,79642,2,Pat_Saraiva@yahoo.com,22,950339588,5204 Hélio Avenida,Casa 3,Bragade Nossa Senhora,Tocantins,45894-543
Nataniel Pereira,129.331.294-00,03/11/1963,2405,25676,5,Van_Moraes16@hotmail.com,31,918407519,827 Paulo Ponte,Quadra 28,Município de Guilherme,Rondônia,89877-574
Heitor Xavier,964.522.906-57,26/02/1982,7839,23311,7,Karen_Barros@bol.com.br,58,977220780,04233 Warley Avenida,Apto. 714,Barrosdo Norte,Paraná,40554
Alessandra Xavier,817.704.567-91,31/01/1958,5230,31200,8,Clinton_Xavier61@live.com,11,981104506,068 Silva Viela,Sobrado 20,Sirineudo Norte,Ceará,79116-262
Warley Macedo,746.755.942-98,05/04/1967,2607,49802,5,Randolph_Silva@yahoo.com,26,965815287,92291 Oliveira Marginal,Lote 98,Nova Isabelade Nossa Senhora,Rio Grande do Norte,92486
Tertuliano Albuquerque,178.599.077-20,01/07/1971,1055,59110,8,Diana59@bol.com.br,16,956162783,2144 Guilherme Marginal,Sobrado 47,Albuquerquedo Descoberto,Rio Grande do Sul,04733
Ricardo Moraes,576.434.641-03,07/06/1976,9185,79093,7,Eloise_Albuquerque98@gmail.com,28,921469553,1791 Alessandro Rodovia,Apto. 997,Vila Marcelado Descoberto,Alagoas,55224-201
Elísio Costa,086.527.888-12,16/03/1982,5039,41152,6,Marianne.Xavier99@gmail.com,20,911329385,764 César Viela,Sobrado 59,Cecíliado Descoberto,Paraíba,80313-374
Lorena Silva,298.279.464-04,30/11/1970,9799,91081,9,Dave.Melo87@gmail.com,47,955936077,955 Macedo Ponte,Lote 83,Isabeldo Norte,Santa Catarina,37663
Silas Braga,555.805.845-55,09/08/1965,8169,15462,7,Hattie76@yahoo.com,52,962968873,277 Heitor Travessa,Casa 8,Souzado Descoberto,Rio Grande do Norte,57551-749
Alexandre Oliveira,747.060.318-26,07/03/1970,9334,8238,9,Robin_Souza18@bol.com.br,34,967219547,32082 Santos Travessa,Quadra 49,Carvalhodo Norte,Piauí,77898-452
Carla Reis,940.196.786-50,01/12/1991,9672,52304,6,Janice_Macedo2@live.com,52,993123646,918 Ricardo Avenida,Casa 9,Pereirado Sul,Paraná,42000
Elísio Batista,809.314.263-08,08/07/1974,2040,56954,6,Wm_Oliveira27@gmail.com,23,955728727,32102 Aline Ponte,Casa 0,Carvalhode Nossa Senhora,Rio Grande do Sul,48232-246
Félix Costa,155.634.858-46,20/01/1960,5630,37473,7,Mathew42@bol.com.br,39,994951299,18329 Márcia Viela,Lote 81,Velha Marcos,Mato Grosso,59522
Ígor Pereira,645.703.700-39,02/01/1973,3993,36247,9,Lillie.Braga24@gmail.com,55,942447123,51155 Braga Alameda,Lote 68,Nova Alessandro,Alagoas,44773-083
Ladislau Moraes,976.576.065-50,05/11/1968,5039,76051,4,Louise_Souza@gmail.com,22,968736014,21612 Melo Avenida,Casa 8,Xavierdo Descoberto,Mato Grosso do Sul,80678
Larissa Carvalho,784.272.417-20,11/06/1979,892,48713,7,Sheri.Oliveira97@bol.com.br,60,961982237,21526 Ígor Avenida,Quadra 92,Oféliado Sul,Roraima,54652
Washington Melo,194.375.871-91,02/01/1985,420,56879,8,Marcus.Oliveira47@bol.com.br,51,939874763,9737 Hugo Alameda,Sobrado 44,Felicianodo Sul,Sergipe,17115
Júlio César Albuquerque,035.274.638-60,05/07/1996,8688,4811,2,Norman_Franco@live.com,52,946569071,9282 Sílvia Avenida,Lote 71,Nogueirado Norte,Minas Gerais,78187
Esther Santos,474.140.260-60,03/03/1984,137,47741,8,Harriet.Saraiva@live.com,47,918407976,028 Martins Rodovia,Lote 76,Saraivade Nossa Senhora,Paraná,71005-602
Rafael Silva,477.197.078-50,27/03/1964,4931,65616,5,Lyle.Saraiva20@live.com,42,952217349,0759 Breno Travessa,Quadra 33,Félixdo Norte,Rondônia,39672-882
Breno Franco,451.633.344-92,14/01/1972,1425,2278,9,Frankie.Nogueira91@hotmail.com,19,927152079,59370 Melo Alameda,Apto. 249,Albuquerquedo Sul,Paraná,70827
Joana Xavier,200.051.778-12,20/03/1959,7025,39842,1,Ron.Albuquerque@gmail.com,12,915448731,2136 Costa Avenida,Lote 69,Município de Marlido Norte,Maranhão,40906-049
Karla Martins,112.076.784-90,12/12/1978,2031,65770,8,Wilbur68@bol.com.br,22,960234841,694 Núbia Viela,Lote 61,Brunado Norte,Pará,20390-232
Dalila Silva,709.005.969-37,14/01/1961,6223,59665,6,Priscilla.Braga97@bol.com.br,49,994457837,8099 Nogueira Rua,Quadra 96,Velha Cecíliado Descoberto,Minas Gerais,01710
Márcia Pereira,736.140.799-45,06/11/1969,7003,5474,9,Emma.Silva21@bol.com.br,34,911478406,21459 Guilherme Rodovia,Sobrado 11,Nova Antônio,Alagoas,66739-258
Carlos Moreira,628.017.443-36,10/07/1966,4329,49574,1,Irving63@live.com,15,999754991,4552 Reis Alameda,Casa 7,Saraivade Nossa Senhora,Pará,20500-007
Isabela Franco,512.565.473-60,30/06/1964,3578,19204,2,Lorena_Braga32@yahoo.com,33,934990470,1493 Franco Viela,Sobrado 97,Nova Brenode Nossa Senhora,Mato Grosso do Sul,72157-730
Marcelo Santos,260.007.611-55,15/02/1957,1658,97752,8,Jason.Santos@live.com,56,915053842,874 Carvalho Alameda,Sobrado 83,Grande Morganado Norte,Paraíba,80890
Vitória Xavier,063.912.238-82,11/12/1986,2805,65606,7,Roberto14@bol.com.br,14,912719380,8346 Nogueira Rodovia,Lote 39,Município de Silas,Rondônia,48378
Isabel Silva,156.126.484-99,16/02/1992,4571,97979,3,Essie94@hotmail.com,37,925291536,7306 Moreira Alameda,Sobrado 96,Macedodo Descoberto,Santa Catarina,43340-197
Roberto Oliveira,385.258.608-91,08/05/1998,592,18086,1,Neil13@gmail.com,15,931448836,4649 Lucas Travessa,Quadra 23,Nova Elísio,Pará,44496
Yago Oliveira,954.168.150-60,02/07/1972,6110,9580,3,Jan11@gmail.com,50,981973531,259 Aline Alameda,Casa 9,Município de Paula,Distrito Federal,22645-021
Marcelo Souza,728.641.217-51,11/01/1981,9346,66142,3,Lee.Reis3@live.com,15,926708791,73162 Larissa Alameda,Apto. 066,Sarado Norte,São Paulo,73363-981
Isabela Martins,629.528.970-34,15/08/1985,382,7080,6,Antonio_Pereira@live.com,55,927222249,82163 Silva Travessa,Lote 27,Nova Marli,Tocantins,98069-641
Margarida Moreira,209.668.876-03,20/07/1987,4864,2525,2,Raquel72@hotmail.com,12,935896715,978 Dalila Rua,Casa 0,Velha Elísio,Sergipe,12296-270
Dalila Reis,579.879.239-07,19/06/1953,8075,18299,6,Stacey_Souza@bol.com.br,58,919925351,5557 Macedo Alameda,Lote 91,Nova Kléberdo Sul,Espírito Santo,33318-455
Hélio Martins,842.220.009-06,26/03/1967,9738,12666,6,Caleb82@bol.com.br,23,960576440,543 Márcia Viela,Lote 70,Francodo Norte,Rio Grande do Norte,77133-153
Esther Pereira,961.227.681-11,27/10/1973,4345,3311,3,Margaret.Martins77@hotmail.com,14,965822358,4246 Sara Alameda,Casa 8,Marcosdo Sul,Piauí,21910-539
Norberto Silva,052.961.201-16,07/09/1978,2327,50746,5,Tim_Carvalho88@gmail.com,17,987201301,20873 Macedo Viela,Apto. 069,Vila Rafaela,Pará,00166
Marli Franco,399.816.160-01,16/05/1990,7137,19316,2,Carroll_Carvalho21@hotmail.com,18,954822116,19380 Oliveira Travessa,Casa 3,Isabelado Sul,Ceará,20123
Lorena Moreira,680.649.031-06,26/11/1955,1235,69979,3,Eula21@gmail.com,48,976300018,773 Dalila Marginal,Lote 79,Bragado Sul,Paraná,26717-625
Hugo Silva,577.416.277-08,01/07/1977,2314,30483,6,Dorothy_Santos52@live.com,32,997145509,88152 Júlio César Marginal,Sobrado 12,Alexandredo Sul,Sergipe,12078
Pedro Souza,080.724.936-04,09/09/1956,5691,83006,5,Cornelius_Martins@gmail.com,46,982416301,26672 Vitória Marginal,Lote 39,Carvalhodo Norte,Paraíba,13564
Ladislau Batista,105.896.350-34,13/06/1960,8670,24676,3,Lela.Souza80@live.com,57,942551045,946 Melo Ponte,Casa 4,Barrosdo Descoberto,Pernambuco,06970
Washington Oliveira,430.722.145-14,24/09/1988,9807,9483,1,Dewey_Nogueira16@gmail.com,27,976213759,6349 Kléber Viela,Lote 16,Xavierdo Descoberto,Rio Grande do Norte,79287-961
Feliciano Souza,476.653.446-82,29/11/1981,4714,43946,6,Gilbert.Reis@live.com,57,932909853,84857 Souza Rodovia,Quadra 57,Vitóriado Descoberto,Piauí,35910
Esther Nogueira,917.674.993-29,30/05/1974,3464,62167,8,Harold.Carvalho@gmail.com,36,916186287,249 Natália Alameda,Apto. 076,Antôniode Nossa Senhora,Espírito Santo,65009
Alessandra Franco,625.739.906-80,08/09/1965,2354,19246,3,Todd.Macedo@gmail.com,48,985802692,1276 Rafael Alameda,Casa 9,Grande Júlio,Minas Gerais,76734
Sílvia Costa,821.382.524-18,19/08/1972,6564,7930,5,Emanuel.Xavier@hotmail.com,41,939028012,305 Antônio Ponte,Apto. 028,Karlado Norte,Rio Grande do Norte,47214
Felícia Batista,377.767.917-84,24/05/1956,4253,68740,4,Megan_Saraiva23@bol.com.br,48,989398087,336 Félix Viela,Lote 10,Oliveirado Descoberto,Mato Grosso,36038
Gúbio Franco,841.947.884-94,20/10/1980,4036,76232,7,Camille.Albuquerque@yahoo.com,44,945875939,14761 Nataniel Alameda,Quadra 89,Sílviado Norte,Ceará,32678-630
Larissa Macedo,499.427.884-92,06/09/1964,1615,76857,4,Marian_Macedo@yahoo.com,39,980084794,642 Pereira Marginal,Quadra 84,Vila Alinedo Sul,Paraíba,58771-161
Felícia Costa,351.958.639-89,10/06/1971,4475,88656,3,Virgil.Braga@hotmail.com,24,940341248,8720 Vitória Alameda,Lote 86,Barrosdo Descoberto,Distrito Federal,50153
Elísio Carvalho,949.077.705-61,19/09/1984,9930,76128,2,Becky.Carvalho87@hotmail.com,54,913912308,091 Martins Travessa,Casa 3,Melodo Sul,Rio Grande do Norte,86018-750
Marcelo Nogueira,578.296.678-53,27/12/1978,1176,96001,5,Rufus23@live.com,16,974416976,524 Souza Alameda,Sobrado 90,Grande Ricardo,Pará,66851
Rafael Santos,590.912.023-94,29/11/1997,3819,59198,1,Opal56@live.com,34,950576386,60217 Ofélia Rua,Quadra 45,Grande Yagodo Sul,Piauí,04463
Washington Souza,401.708.062-60,13/12/1984,4245,68211,3,Grace.Pereira@live.com,29,998252838,79280 Maria Travessa,Casa 4,Bragado Sul,Roraima,91577
